Bin index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,variant index,Average bin PA,max RBS,Average RBS,Total fold,CAI,AAA codon count,GCA codon count,TTT codon count,FE window 1,FE window 2,FE window 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,905,12568,11216,10103,10263,7213,3396,6313,12729,8528,6097,10344,9608,6093,2273,10564,11743,12598,12305,6270,2014,10585,4804,4820,4106,6511,0.03282321,-2.573076923,-0.508653846,-19.26923077,0.544213619,0.076923077,0.230769231,0.653846154,-7.473076923,-7.196153846,-7.065384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,12862,4537,11584,3207,9891,8583,8334,1292,5126,10542,1519,12636,564,12267,7321,3193,8455,12180,9687,3177,7670,12580,3446,3196,11290,6827,0.099823726,-2.765384615,-0.508974359,-18.24230769,0.544759416,0.384615385,0.115384615,0.5,-7.707692308,-7.319230769,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,10488,10236,5730,5228,3768,6888,7540,9907,10787,8114,10777,5472,3956,2031,5934,6920,6932,11620,4215,4002,10733,3773,6976,6345,2303,10357,0.049129481,-3.088461538,-0.515384615,-19.75,0.511465087,0.384615385,0.269230769,0.692307692,-7.584615385,-7.084615385,-6.965384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2185,2214,2215,2265,2270,2291,2339,2354,2355,2376,2383,2425,2477,2537,2558,2566,2632,2634,2647,2701,2702,2703,2754,2769,2847,2848,0.031342706,-3.592307692,-0.64599359,-20.6,0.561256472,0.307692308,0.230769231,0.076923077,-9.973076923,-8.123076923,-7.223076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5309,2097,1224,6473,1524,11803,5379,7217,12412,1005,9168,4812,11311,4723,6160,10213,1188,2899,2013,5789,10060,6071,10569,6576,12684,12176,0.030473236,-2.423076923,-0.444070513,-19.02307692,0.552047552,0.653846154,0.192307692,0.384615385,-7.511538462,-7.296153846,-7.030769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,7305,8259,2787,3633,10970,2397,8169,6914,1791,6436,6138,9499,4220,8500,9523,4903,4586,5663,7203,5998,12009,5450,11160,12893,10293,12484,0.044120789,-2.742307692,-0.537179487,-18.78846154,0.526793063,0.153846154,0.153846154,0.846153846,-7.676923077,-7.15,-6.819230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1153,2353,8140,12857,6058,9820,12248,2841,11172,7488,8683,12509,1877,10619,7434,11242,5152,3928,5480,1502,11558,11263,11737,4976,8067,7173,0.047119147,-2.953846154,-0.507852564,-19.06153846,0.517825005,0.307692308,0.346153846,0.692307692,-7.826923077,-7.315384615,-6.984615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2092,10595,11061,3824,9614,10351,5639,9260,10543,476,2460,11685,4782,1028,7018,9575,8432,1627,7412,8336,10760,950,10397,7750,1527,4408,0.027606026,-3.053846154,-0.515865385,-19.54615385,0.518452531,0.192307692,0.423076923,0.153846154,-7.873076923,-7.465384615,-7.173076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,11669,7522,4388,3688,6869,10841,1202,1455,864,11868,5207,5605,1197,2285,8681,5560,5145,10128,10420,12679,9963,5844,12799,12399,12836,5162,0.056759896,-2.626923077,-0.51875,-19.07307692,0.546846611,0.346153846,0.115384615,0.692307692,-7.369230769,-7.234615385,-6.861538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,4194,4498,6933,9835,1342,6034,2003,1819,5343,10849,7527,2656,431,4034,12506,5532,8053,7657,697,5613,10750,10377,3880,3799,10446,3489,0.066162691,-2.761538462,-0.506410256,-18.09230769,0.554491289,0.384615385,0.269230769,0.423076923,-7.876923077,-7.334615385,-6.946153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12808,6674,9589,11337,7080,10660,4235,8902,12734,10517,11145,4193,7147,10615,4358,1534,6142,10721,5638,6404,4669,10116,9389,9853,7577,12208,0.049427211,-2.911538462,-0.459294872,-18.38461538,0.512011455,0.384615385,0.346153846,0.884615385,-7.15,-7.026923077,-6.834615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,11830,3953,1477,8065,2509,5334,1802,3678,9223,631,3563,7262,8369,3919,6698,8247,2661,8250,9273,10307,7584,1118,4364,12224,3821,7477,0.071757275,-2.761538462,-0.517147436,-19.79230769,0.574585088,0.307692308,0.230769231,0.346153846,-8.173076923,-7.365384615,-7.026923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,3560,7491,10993,9108,8435,8074,8993,3204,1922,6815,10076,10805,7479,8056,8779,3829,10108,8447,7538,6965,8505,4100,1438,9092,9988,10925,0.077780015,-2.726923077,-0.401442308,-18.19615385,0.56130209,0.5,0.269230769,0.461538462,-7.976923077,-7.192307692,-7.007692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,8741,4897,1772,8693,11095,3470,5910,5081,4695,10659,12737,10705,8404,9458,5176,7327,499,9425,6394,9282,11519,4621,9139,9232,8108,5872,0.047766079,-2.723076923,-0.507692308,-18.74230769,0.555596786,0.153846154,0.307692308,0.846153846,-7.426923077,-7.15,-6.892307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,12875,654,10603,480,2261,9157,6117,632,5344,1181,12348,1441,7409,3542,6224,12230,11969,11532,8760,11713,10802,5325,6030,6949,10052,11673,0.046743479,-2.473076923,-0.458012821,-19.41538462,0.571847303,0.538461538,0.307692308,0.884615385,-7.411538462,-7.303846154,-6.938461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12306,8496,1812,8637,6375,10873,7672,10142,4770,11682,3806,4254,6352,11933,504,1035,10702,7684,8482,7106,2426,2599,7059,2434,5976,3360,0.048387423,-2.834615385,-0.477564103,-19.29615385,0.544181489,0.461538462,0.346153846,0.653846154,-8.223076923,-7.461538462,-7.057692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12164,12177,12212,12266,12284,12285,12286,12358,12361,12492,12529,12556,12558,12559,12569,12605,12637,12647,12662,12673,12678,12715,12717,12776,12842,4835,0.024681082,-2.392307692,-0.354647436,-17.86923077,0.535944613,0.269230769,0.5,0.692307692,-6.9,-6.9,-6.546153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,8282,9810,566,7199,6136,2293,4006,1058,9331,3577,3617,7822,11581,8692,12274,12098,6189,9247,6308,6584,2384,3931,3929,8159,3318,2842,0.04168542,-2.976923077,-0.570032051,-19.06538462,0.547681269,0.384615385,0.346153846,0.307692308,-7.85,-7.319230769,-7.061538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,0.043886352,-2.65,-0.444391026,-20.16923077,0.467610104,0.384615385,0.5,0.269230769,-6.561538462,-6.023076923,-6.234615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1783,7442,1314,6357,2672,7045,3351,9277,11630,10098,6062,1464,10798,1057,11486,3800,10003,12189,650,6066,9290,4995,11745,11914,6569,7241,0.053787631,-2.626923077,-0.524519231,-20.00384615,0.581950347,0.423076923,0.346153846,0.269230769,-7.561538462,-7.380769231,-6.953846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,10169,4169,12557,657,8912,11849,8532,12718,12163,5244,3801,3981,4794,8154,4696,2580,4748,8006,1729,6644,8871,6044,3227,7677,7027,2496,0.028224992,-2.576923077,-0.36875,-19.23461538,0.550304488,0.576923077,0.461538462,0.384615385,-7.896153846,-7.373076923,-7.180769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4991,621,10504,11754,4793,7107,8260,11168,5496,4896,5226,1932,4673,8888,11718,7456,2424,8119,2300,3793,2188,2765,10899,6795,3339,9245,0.051405911,-2.696153846,-0.428205128,-20.05384615,0.539520625,0.5,0.269230769,0.269230769,-8.165384615,-7.434615385,-6.988461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1105,784,7726,10830,11945,2685,7806,7613,9402,3356,5021,8752,7109,5248,9475,11579,12733,4902,4332,5206,12517,7022,12763,10235,6379,12851,0.055988909,-2.7,-0.506089744,-18.75,0.51906606,0.346153846,0.346153846,0.346153846,-7.546153846,-7.269230769,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,408,409,410,411,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,463,489,544,643,696,0.043886352,-2.315384615,-0.392467949,-20.39230769,0.569104499,0.576923077,0.153846154,0.461538462,-8.788461538,-8.696153846,-8.626923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,11068,8216,9400,11626,720,10036,1030,7116,3409,5365,7983,6953,1589,2939,4516,8111,11792,12089,1707,12239,12199,6271,8744,3854,12291,7859,0.044311026,-2.5,-0.397275641,-18.03461538,0.525442005,0.692307692,0.153846154,0.615384615,-7.8,-7.315384615,-6.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,12707,1460,7813,11355,12651,551,11994,6562,11236,591,11395,11363,561,9156,9187,11990,1100,1450,4717,2296,10771,7976,8647,10482,9593,439,0.037898666,-3.046153846,-0.510576923,-18.81923077,0.533566534,0.5,0.230769231,0.576923077,-7.696153846,-7.403846154,-7.023076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,7869,6859,1849,1457,2308,4150,10242,7893,9439,11018,8537,11949,11392,453,12499,9978,9527,12451,2378,11043,10021,1510,8271,10757,9562,9897,0.037321642,-2.811538462,-0.482852564,-18.17307692,0.553948476,0.461538462,0.269230769,0.5,-7.973076923,-7.234615385,-6.773076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,8342,518,10231,10827,1944,3243,575,10568,3988,5346,2441,10452,7383,8149,3367,2652,1640,5641,5234,1556,1484,9322,9280,8623,9998,11277,0.04221032,-3.057692308,-0.515384615,-19.03846154,0.592478953,0.307692308,0.230769231,0.730769231,-7.873076923,-7.488461538,-7.057692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,12589,12608,12665,12701,12793,12817,12889,12899,2898,3860,9834,12456,5321,1704,7866,2459,10740,11193,4970,5216,6108,3746,12154,7159,620,7365,0.043910832,-2.75,-0.431570513,-19.20384615,0.552728813,0.5,0.384615385,0.730769231,-7.346153846,-7.007692308,-6.788461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,3087,7232,5112,3734,2630,7985,12065,11466,3501,11202,4790,4475,6283,11776,7338,2482,1921,964,4421,10495,10525,6076,11271,1054,5608,1421,0.049764168,-3.003846154,-0.523397436,-19.76538462,0.545377857,0.538461538,0.230769231,0.461538462,-7.646153846,-7.273076923,-6.865384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,3609,8331,5265,1155,918,2037,11528,6662,1390,12843,4323,2419,3262,3866,2216,5554,8099,2020,5436,6289,7048,7171,8898,11900,12193,2181,0.046163869,-2.734615385,-0.449358974,-19.17692308,0.552798628,0.269230769,0.307692308,0.692307692,-8.269230769,-7.546153846,-7.157692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,11196,4111,5739,2237,1787,6126,1725,5394,7799,707,6915,2882,6330,8542,10851,8893,9483,7141,7453,11028,2756,9571,5896,5088,485,934,0.033921074,-2.496153846,-0.400160256,-19.04615385,0.561984958,0.346153846,0.461538462,0.461538462,-7.834615385,-7.357692308,-6.988461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,4827,10647,7114,10813,10783,10887,11137,12275,5804,3096,4777,5876,11780,9525,12439,6866,2745,12313,8474,6851,1845,1064,12013,671,2692,5706,0.084576893,-3.076923077,-0.507692308,-18.77307692,0.591712381,0.230769231,0.307692308,0.269230769,-7.492307692,-7.296153846,-6.884615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,5043,3336,2390,5358,5954,5180,8930,1250,10669,9607,590,857,3003,3732,4683,5908,6592,6628,6703,7658,7730,7904,9875,9365,6586,10727,0.028987472,-3.288461538,-0.597916667,-18.72692308,0.565510944,0.230769231,0.423076923,0.423076923,-7.815384615,-7.276923077,-7.003846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1094,1598,7041,4883,7386,7195,8103,8808,9234,1086,5340,9552,3282,9643,12491,4519,1432,5288,5849,6177,10956,4201,10038,10725,8232,11593,0.048097973,-2.592307692,-0.46650641,-18.05,0.52411789,0.384615385,0.192307692,0.576923077,-7.484615385,-7.230769231,-6.876923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12560,4024,4303,1496,1578,6607,3091,6047,7758,5531,3272,12716,2150,1262,7073,1673,5064,9615,1696,4608,5505,7616,10453,8375,2240,12080,0.025753019,-3.338461538,-0.635576923,-20.07307692,0.534974883,0.269230769,0.692307692,0.269230769,-7.992307692,-7.473076923,-7.184615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,740,754,796,910,929,966,968,999,1056,1068,1136,1208,1230,1348,1361,1366,1387,1388,1458,1536,1554,1577,1593,1718,1818,1820,0.098884186,-3.003846154,-0.569551282,-19.58461538,0.536021012,0.307692308,0.307692308,0.538461538,-8.469230769,-8.069230769,-7.384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,10191,10195,10196,10198,10202,10206,10210,10230,10278,10332,10406,10410,10416,10438,10449,10547,10681,10704,10785,10836,10867,10935,11180,11272,11286,11309,0.028031535,-2.384615385,-0.368269231,-18.97692308,0.511253828,0.230769231,0.153846154,0.538461538,-6.923076923,-7.088461538,-7.007692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,9641,609,8613,5432,11182,12333,2053,1093,960,2718,5086,2622,10992,11512,11130,2880,8388,646,5024,2856,11218,7399,7169,2673,8608,5007,0.050576884,-2.676923077,-0.456089744,-19.45384615,0.523760353,0.269230769,0.192307692,0.730769231,-7.815384615,-7.542307692,-7.142307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2829,1538,5510,12252,8079,11794,2024,552,11814,11678,1353,1811,12207,10556,3963,10773,11542,11166,6238,4801,7594,7187,2837,7362,11756,12025,0.041544039,-2.757692308,-0.525641026,-19.83846154,0.531732056,0.384615385,0.307692308,0.5,-7.75,-7.446153846,-7.096153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11321,11445,11468,11481,11556,11557,11575,11649,11812,11883,11893,11928,11938,11970,11972,12062,12066,12078,12113,12125,12129,12187,12200,12283,12396,12452,0.028031535,-2.980769231,-0.561538462,-19.23846154,0.572138662,0.346153846,0.346153846,0.192307692,-6.930769231,-6.9,-6.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,6613,10531,9957,5283,1520,3201,9342,3944,1675,7567,6141,8948,9902,4212,6655,9219,8821,4988,12205,11569,12446,4446,11652,655,12795,9163,0.064540645,-3.080769231,-0.505128205,-18.40769231,0.551908753,0.615384615,0.307692308,0.615384615,-7.376923077,-7.211538462,-6.942307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,4013,9809,1157,3763,12786,6730,4773,12609,8038,4426,2717,1135,8231,5133,6998,8456,12510,4866,12344,1766,6989,1629,4461,2190,6599,7248,0.054211644,-2.861538462,-0.463942308,-18.86923077,0.553419148,0.461538462,0.269230769,0.423076923,-7.761538462,-7.261538462,-6.888461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,6475,2572,9095,8667,1815,7621,4404,808,5168,4947,4529,6284,10100,5499,10381,8205,10006,12168,563,7139,9960,9111,2103,4324,11071,5094,0.058479266,-2.55,-0.432211538,-19.13846154,0.537187697,0.807692308,0.307692308,0.346153846,-7.869230769,-7.357692308,-7.019230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,3509,4525,8352,7287,9690,3365,919,9188,10316,5223,3411,12156,2410,1745,2235,1369,8221,12124,10902,6676,8291,8244,6149,11727,1428,9300,0.050101337,-2.980769231,-0.527403846,-19.47307692,0.554571307,0.153846154,0.153846154,0.961538462,-7.976923077,-7.342307692,-6.888461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1763,2789,1979,2693,7553,11589,11499,3819,2071,7441,2184,10059,5033,4147,11503,7363,2415,7228,8520,7532,8968,9025,11373,11490,9735,9418,0.036025503,-2.903846154,-0.449358974,-19.15,0.544935597,0.269230769,0.346153846,1.076923077,-8.069230769,-7.373076923,-6.919230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,3482,3438,1466,9537,2816,11090,2604,9390,11383,3425,2107,2197,5193,11841,1144,7633,4170,1715,1651,7153,6013,1859,6734,5023,5952,4285,0.044020848,-2.488461538,-0.418910256,-19.68076923,0.534304349,0.576923077,0.307692308,0.884615385,-7.973076923,-7.573076923,-7.142307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10141,10176,10207,10208,10250,10302,10315,10324,10349,10353,10421,10494,10548,10559,10608,10656,10661,10686,10755,10762,10950,11179,11232,11339,11414,11459,0.043886352,-2.803846154,-0.427724359,-18.67692308,0.516325442,0.384615385,0.307692308,0.653846154,-6.930769231,-6.957692308,-6.823076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,6975,11261,11836,12247,5449,9490,11467,9258,9119,4636,942,9203,8059,5884,4548,4249,6987,10135,11229,5267,9953,10087,8483,7049,2324,2165,0.047514294,-2.861538462,-0.513141026,-18.80384615,0.532911379,0.307692308,0.423076923,0.384615385,-7.592307692,-7.142307692,-6.846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4291,4385,4386,4487,4523,4530,4626,4741,4798,4816,4840,4854,4862,4930,5020,5067,5169,5225,5362,5370,5377,5384,5387,5396,5398,5399,0.024666667,-2.476923077,-0.448557692,-17.90769231,0.552628699,0.115384615,0.307692308,0.423076923,-7.076923077,-7.226923077,-7.119230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,11778,5573,8713,10633,2421,8690,3062,3084,9760,1655,502,522,8044,11386,2768,3194,9685,7495,10131,540,8501,1009,3147,6157,1145,630,0.089809446,-2.896153846,-0.576282051,-17.88076923,0.61041095,0.615384615,0.346153846,0.5,-7.95,-7.569230769,-7.011538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9620,844,1939,2297,5467,5735,6922,6619,9671,4839,3881,6618,881,12562,4610,6829,10613,10164,1259,5042,11974,2148,6595,11951,12658,2079,0.025588486,-3.284615385,-0.598076923,-19.85384615,0.496673874,0.230769231,0.269230769,0.384615385,-7.95,-7.296153846,-6.865384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9628,11007,9689,4278,5393,7037,9630,1174,4593,3621,5907,6335,8080,9626,3297,9604,1101,8340,10288,11864,12552,3629,493,598,4644,10396,0.025449913,-2.869230769,-0.426121795,-18.00769231,0.516637047,0.192307692,0.307692308,0.692307692,-7.415384615,-7.292307692,-6.911538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2409,2564,2573,2625,2654,2682,2695,2781,2798,2799,2835,2870,2970,3016,3047,3049,3071,3085,3106,3107,3113,3117,3118,3119,3166,3245,0.098884186,-3.376923077,-0.648878205,-18.90384615,0.593025289,0.230769231,0.269230769,0.192307692,-8.476923077,-8.023076923,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,8354,12364,7455,7539,2467,7634,3198,1619,1906,2668,5478,3596,1123,2905,6849,6934,8345,1709,2494,12705,2763,1010,7206,8396,11619,1816,0.051353043,-2.753846154,-0.417147436,-20.07307692,0.51463557,0.307692308,0.192307692,0.692307692,-8.480769231,-7.569230769,-7.007692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,7649,12072,2628,7134,6121,2635,7566,4025,856,5210,4262,4267,5673,6382,10002,10620,1839,6263,4977,10793,6616,12126,2356,6193,10031,2690,0.053596903,-2.607692308,-0.470512821,-18.75384615,0.486195535,0.307692308,0.230769231,0.230769231,-7.773076923,-7.307692308,-6.926923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,0.043886352,-2.930769231,-0.499358974,-19.54230769,0.560503386,0.269230769,0.153846154,0.307692308,-7.161538462,-7.407692308,-7.576923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,11659,2428,12548,1962,2004,12603,10511,7572,8574,1999,3759,1590,4090,4708,1814,5672,12311,4674,9013,11451,10388,7227,7117,12148,2595,9943,0.061174355,-2.280769231,-0.378365385,-18.97307692,0.538195275,0.384615385,0.307692308,0.538461538,-8.026923077,-7.380769231,-6.969230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,8728,2373,4547,8057,1684,2381,7788,8460,9366,4745,7609,9216,1941,6306,12016,4893,4429,7735,4280,1843,5734,6930,2645,7719,10537,2403,0.050885727,-2.423076923,-0.361057692,-19.65,0.549227808,0.769230769,0.346153846,0.807692308,-8.488461538,-7.434615385,-7.053846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1232,4997,3190,622,8213,7997,8988,1570,10655,9509,2649,5970,5893,1666,7369,10399,4756,4326,3345,9042,3306,4561,12470,2162,1357,10152,0.062342561,-2.842307692,-0.568910256,-19.58846154,0.521203384,0.346153846,0.192307692,0.461538462,-7.788461538,-7.438461538,-7.065384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,3424,2746,9128,10742,10001,8279,6273,6978,6897,10999,8046,2597,8586,11538,8929,7044,11616,8285,9089,6763,12245,547,2244,6892,2777,3578,0.067107481,-3.053846154,-0.600801282,-18.65,0.546915712,0.538461538,0.5,0.615384615,-7.846153846,-7.326923077,-6.938461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10094,12621,10906,7944,10844,11270,7497,5083,3715,7317,5622,11827,12393,9961,11955,2950,10834,7574,4435,5806,1893,546,5341,9709,10354,1553,0.046962502,-3.007692308,-0.546474359,-19.09615385,0.534946118,0.5,0.230769231,0.423076923,-7.515384615,-7.126923077,-6.834615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,11975,7482,6020,1117,2320,6842,9633,9749,10097,11025,12022,2236,5522,3547,9932,7361,2443,4915,526,10309,9885,1974,5254,12744,9432,7895,0.038924892,-2.538461538,-0.46025641,-19.04230769,0.540969197,0.346153846,0.384615385,0.346153846,-7.838461538,-7.315384615,-7.015384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,5353,5611,1426,7454,12015,8032,10774,11433,5371,6653,2543,4141,1307,7406,1899,10528,581,3786,2825,10395,10483,4663,8288,5930,7194,12276,0.048635463,-2.676923077,-0.430929487,-19.97692308,0.514860409,0.346153846,0.346153846,0.653846154,-7.803846154,-7.384615385,-7.176923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2544,11909,1855,10423,4553,6368,9051,7678,11840,1977,10085,913,1954,10393,12002,12577,842,4737,2874,7353,6124,11929,5101,2490,626,8648,0.044691865,-3.338461538,-0.675961538,-20.29615385,0.53372239,0.423076923,0.423076923,0.269230769,-8.069230769,-7.503846154,-6.988461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1504,10040,11439,3553,11476,9047,716,3326,1221,2436,4157,6325,2406,3266,11148,11892,1505,6146,5172,6155,495,8088,5681,2479,7791,4753,0.045466614,-2.488461538,-0.451923077,-19.31923077,0.525205081,0.692307692,0.384615385,0.346153846,-7.934615385,-7.407692308,-6.846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1964,1971,9433,9382,2615,5260,11839,11077,858,9485,11821,12791,7189,8091,11509,8362,11982,2797,5909,8581,2719,2817,5181,7596,801,2070,0.042463955,-2.942307692,-0.479967949,-19.07692308,0.548831251,0.307692308,0.307692308,0.538461538,-8.057692308,-7.492307692,-7.065384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,11856,11857,11859,11912,12011,12012,12051,12074,12178,12206,12257,12335,12337,12362,12388,12426,12433,12443,12525,12526,12527,12566,12677,12703,12711,12832,0.098884186,-2.023076923,-0.222916667,-17.56923077,0.561185663,0.192307692,0.307692308,0.576923077,-6.9,-6.9,-6.503846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,0.043886352,-2.769230769,-0.482051282,-18.70384615,0.537323626,0.230769231,0.230769231,0.615384615,-5.142307692,-5.296153846,-5.261538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,0.043886352,-3.157692308,-0.587820513,-17.63461538,0.587992624,0.692307692,0.346153846,0.307692308,-7.311538462,-6.373076923,-5.634615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3234,3235,3353,3401,3406,3407,3427,3430,3453,3538,3545,3565,3570,3834,3839,3848,3862,3883,4016,4040,4109,4230,4270,4272,4273,4284,0.024666667,-2.776923077,-0.455769231,-18.45384615,0.512174117,0.192307692,0.269230769,0.538461538,-7.85,-7.280769231,-6.873076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3630,1500,5667,9887,8337,3359,7201,12821,7999,7242,2884,5964,11740,8758,6187,11777,9318,4928,4266,5413,11752,7683,11258,9918,1907,3239,0.039786963,-2.442307692,-0.374839744,-18.90384615,0.556337927,0.192307692,0.307692308,0.615384615,-7.719230769,-7.226923077,-6.838461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,6716,9016,8763,1670,12622,10011,7371,5002,1048,2422,3362,4287,7202,4509,8709,6053,666,3976,1972,1720,8992,7722,1649,7252,6835,3597,0.052429913,-2.853846154,-0.531089744,-18.51538462,0.577935325,0.307692308,0.269230769,0.307692308,-7.753846154,-7.457692308,-7.115384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,9103,11417,12579,3157,9547,8707,4624,11850,749,8861,4688,9502,5726,7829,10508,5349,4313,3205,6484,2323,7583,11345,11324,10979,10091,10734,0.042827512,-3.057692308,-0.491025641,-19.61923077,0.586768225,0.076923077,0.384615385,0.307692308,-7.492307692,-7.153846154,-6.834615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7403,9980,11726,11847,12688,8029,8192,11314,4795,5788,5553,4780,3638,9945,5759,3070,4159,5452,11472,9656,8526,636,1844,2608,2926,1070,0.029306838,-2.342307692,-0.377724359,-18.65,0.562590556,0.307692308,0.384615385,0.5,-7.65,-7.238461538,-6.807692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4019,9598,442,5013,4788,11461,11394,5674,11006,1943,7023,5509,4260,3626,1445,11702,9303,4138,6917,5451,7891,4557,7674,727,6039,7899,0.034278212,-2.630769231,-0.412820513,-18.91153846,0.511670626,0.192307692,0.076923077,0.423076923,-7.592307692,-7.319230769,-7.069230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
